연번,기관,공원종류,공원명,상세주소,공원면적(m),최초시설결정일,x좌표,y좌표
720,해운대구,소공원,소공원(920),해운대구 중동 1833 1834,929,부고209호(2008.06.11),129.1702615,35.16017908
721,해운대구,소공원,소공원(951),해운대구 석대동 624번지,662.6,부고181호(2010.05.26),129.1184006,35.22070747
722,해운대구,소공원,소공원,해운대구 우동 1407-12,2914.8,부고50호(2011.02.16),129.1441773,35.15731581
723,해운대구,소공원,소공원,해운대구 우동 1407-13,2710.2,부고50호(2011.02.16),129.145941,35.15589367
724,해운대구,소공원,우동1구역 재건축 소공원1,해운대구 우동 1108-29번지 일원,1971,부고234호(2019.08.21.),129.1397326,35.17493422
725,해운대구,소공원,우동1구역 재건축 소공원2,해운대구 우동 1104-1번지 일원,1079,부고234호(2019.08.21.),129.1373307,35.17336175
726,해운대구,소공원,재송소공원,해운대구 재송동 산51번지 일원,7886,해고110호(2009.12.23),129.1322943,35.18784658
727,해운대구,소공원,소공원(922),해운대구 중동 1830번지,2858.6,부고446호(2009.12.09),129.1692294,35.16137455
728,해운대구,소공원,솔밭공원,해운대구 우동 598-17 일원,393,해고72호(2011.08.24),129.1621002,35.16432956
729,해운대구,소공원,소공원,해운대구 재송동 1352번지,794.2,부고312호(2009.08.12),129.1171127,35.19146634
730,해운대구,소공원,소공원,해운대구 재송동 854-2번지 일원,1150,부고391호(2022.10.12.),129.1177776,35.18695659
731,해운대구,소공원,소공원,해운대구 재송동 893-2번지 일원,5096,부고391호(2022.10.12.),129.1199685,35.1867297
732,해운대구,소공원,소공원(921),해운대구 중동 1838번지,4810.8,부고209호(2008.06.11),129.1676787,35.15994531
733,해운대구,소공원,오산2공원,해운대구 중동 839번지 일원,5092,부고193호(2022.05.25.),129.1728231,35.16349219
734,해운대구,소공원,구덕포공원,해운대구 송정동 산67-4번지 일원,1145,해고19호(2006.02.15),129.1977643,35.17341171
735,해운대구,소공원,소공원,해운대구 반여동 1164-21번지 일원,1280,해고143호(2022.11.30.),129.1116087,35.20486476
736,해운대구,소공원,소공원(1248),해운대구 반여동 559 일원,6502,부고450호(2022.11.30.),129.122575,35.21502908
737,해운대구,소공원,소공원(1249),해운대구 석대동 161 일원,10343,부고450호(2022.11.30.),129.1417442,35.21920377
738,사하구,소공원,마루공원,사하구 당리동 63-29,709,사하23호(2006.05.10),128.9771712,35.10588459
739,사하구,소공원,괴정회화 나무공원,사하구 괴정동 1244-5번지 일원,1300,사하75호(2012.07.11),128.9911229,35.09783276
740,사하구,소공원,구평뜰공원,사하구 구평동 16-6 16-8,605,사하37호(2013.04.17),128.9844724,35.08707869
741,사하구,소공원,안골새공원,사하구 감천동 31-5번지 일원,1705,사하29호(2016.03.09),129.0066649,35.0866652
742,사하구,소공원,팽나무공원,사하구 감천동 140-4 387-59번지,551,사하117호(2017.12.13),129.0067826,35.08376227
743,사하구,소공원,소공원,사하구 괴정동 581-28번지 일원,6004.9,부고299호(2017.09.13),128.9814478,35.09886804
744,사하구,소공원,소공원,사하구 괴정동 578-17번지 일원,520.2,부고299호(2017.09.13),128.9822327,35.09928646
745,사하구,소공원,소공원,사하구 괴정동 571-11번지 일원,1058.9,부고299호(2017.09.13),128.9839915,35.09895974
746,사하구,소공원,소공원,사하구 괴정동 545-7번지 일원,540.8,부고457호(2021.11.17.),128.9879387,35.0964105
747,사하구,소공원,느티나무공원,사하구 감천동 234-3 일원,1400,부고19호(2018.01.31),129.0061381,35.08187544
748,금정구,소공원,오륜소공원,금정구 오륜동 585-1번지 일원,380,금고7호(2008.02.13),129.1139084,35.24769718
749,금정구,소공원,금사소공원,금정구 금사동 566번지,503,금고39호(2006.06.23),129.1115824,35.22362715
750,금정구,소공원,중리소공원,금정구 두구동 158번지 일원,1250,부고381호(2007.10.03),129.1142778,35.29729086
751,금정구,소공원,소공원(901),금정구 부곡동 734-19번지 일원,1780,부고87호(2015.03.11.),129.0943131,35.21844
752,금정구,소공원,소공원,금정구 부곡동 329-73번지 일원,4065.7,부고78호(2022.03.02.),129.0889176,35.22470208
753,금정구,소공원,소공원,금정구 부곡동 654-24번지 일원,1205,부고223호(2022.06.22.),129.0951497,35.22664244
754,금정구,소공원,너울소공원,금정구 부곡3동 975,301.4,금고75호(2012.07.18),129.0886872,35.24051147
755,금정구,소공원,소공원,금정구 서동 302-1760대,807,부고87호(2015.03.11.),129.0951735,35.21696561
756,금정구,소공원,소공원,금정구 서동 509-6번지 일원,4068,부고87호(2015.03.11.),129.0972267,35.21857133
757,금정구,소공원,신천소공원,금정구 선동 1000 외 3필지,307,부고206호(2008.06.11),129.1175572,35.27571659
758,금정구,소공원,상현소공원,금정구 선동 296-1 일원,500,금고54호(2007.08.15),129.1138929,35.26613497
759,금정구,소공원,하정소공원,금정구 선동 918-1 일원,509,금고54호(2007.08.15),129.1036602,35.26477411
760,금정구,소공원,동대공원,금정구 회동동 558,1814.1,부고181호(2010.05.26),129.1261307,35.23063818
761,금정구,소공원,회동첨단공원,금정구 회동동 553번지,2127,부고311호(2008.08.27),129.127999,35.23343868
762,금정구,소공원,공원,금정구 회동동 201-2번지 일원,5088,부고301호(2025.07.30.),129.1151191,35.2257767
763,강서구,소공원,상덕2소공원(성덕북정덕계지구),강서구 강동동 1223-4번지 일원,660,부고454호(2006.12.27),128.9139753,35.19982034
764,강서구,소공원,상덕3소공원(성덕북정덕계지구),강서구 강동동 2287-1번지 일원,660,부고454호(2006.12.27),128.9178796,35.19275216
765,강서구,소공원,상덕4소공원(성덕북정덕계지구),강서구 강동동 2185-3번지 일원,660,부고454호(2006.12.27),128.91392,35.19284678
766,강서구,소공원,소공원1(강동대사지구),강서구 강동동 661-104 일원,1064.1,부고386호(2011.10.26),128.9436134,35.21242199
767,강서구,소공원,소공원2(강동대사지구),강서구 강동동 661-437 일원,1420,부고386호(2011.10.26),128.9451392,35.21504963
768,강서구,소공원,소공원3(강동대사지구),강서구 강동동 54-4번지 일원,708,부고386호(2011.10.26),128.9384249,35.21606874
769,강서구,소공원,소공원4(강동대사지구),강서구 강동동 84-2번지 일원,1396,부고386호(2011.10.26),128.934868,35.21776921
770,강서구,소공원,소공원5(강동대사지구),강서구 강동동 661-27번지 일원,463,부고386호(2011.10.26),128.944706,35.21764526
771,강서구,소공원,소공원6(강동대사지구),강서구 강동동 661-8번지 일원,1097,부고386호(2011.10.26),128.9447175,35.21839211
772,강서구,소공원,소공원9(강동대사지구),강서구 강동동 18-9번지 일원,1869,부고386호(2011.10.26),128.9436579,35.22077552
773,강서구,소공원,소공원10(강동대사지구),강서구 강동동 101-85번지 일원,384,부고386호(2011.10.26),128.9377612,35.21884557
774,강서구,소공원,소공원11(강동대사지구),강서구 강동동 185-8번지 일원,714,부고386호(2011.10.26),128.9364609,35.22068912
775,강서구,소공원,소공원,강서구 강동동 25-3 일원,3924,국토부249호(2022.05.16.),128.9411228,35.21903586
776,강서구,소공원,중덕소공원(중덕지구),강서구 강동동 734-9 일원,660,부고454호(2006.12.27),128.9214646,35.2097642
777,강서구,소공원,성산1소공원(성산 녹산지구),강서구 녹산동 5-45번지 일원,1060,부고128호(2007.04.04),128.8984577,35.12467653
778,강서구,소공원,성산2소공원(성산 녹산지구),강서구 녹산동 78-6번지 일원,600,부고128호(2007.04.04),128.8928086,35.11922785
779,강서구,소공원,성산3소공원(성산 녹산지구),강서구 녹산동 108-4번지 일원,600,부고128호(2007.04.04),128.892293,35.11661008
780,강서구,소공원,성산4소공원(성산 녹산지구),강서구 녹산동 178-26번지 일원,600,부고128호(2007.04.04),128.8895552,35.11400653
781,강서구,소공원,산양소공원(산양지구),강서구 녹산동 736-10번지 일원,660,부고454호(2006.12.27),128.8717553,35.1111514
782,강서구,소공원,중리1공원,강서구 대저1동 1041-7번지 일원,479,부고34호(2013.01.23),128.94625,35.22159163
783,강서구,소공원,중리2공원,강서구 대저1동 1061-7번지 일원,523,부고34호(2013.01.23),128.9471832,35.21946312
784,강서구,소공원,중리3공원,강서구 대저1동 1065-5번지 일원,395,부고34호(2013.01.23),128.9478839,35.21656847
785,강서구,소공원,평강1공원,강서구 대저1동 1749-62번지 일원,522,부고34호(2013.01.23),128.946055,35.21359216
786,강서구,소공원,평강2공원,강서구 대저1동 1827-3번지 일원,800,부고34호(2013.01.23),128.9482401,35.21260933
787,강서구,소공원,대지1공원,강서구 대저1동 1708-11번지 일원,825,부고34호(2013.01.23),128.9502013,35.21469473
788,강서구,소공원,평강3공원,강서구 대저1동 1663-4번지 일원,400,부고34호(2013.01.23),128.9512672,35.21316938
789,강서구,소공원,중리4공원,강서구 대저1동 1145번지 일원,504,부고34호(2013.01.23),128.9539489,35.21656495
790,강서구,소공원,중리5공원,강서구 대저1동 1006-9번지 일원,518,부고34호(2013.01.23),128.9548167,35.22016296
791,강서구,소공원,중리6공원,강서구 대저1동 966-26번지 일원,364,부고34호(2013.01.23),128.9570805,35.22152243
792,강서구,소공원,중리7공원,강서구 대저1동 1215-11번지 일원,506,부고34호(2013.01.23),128.9566708,35.21829808
793,강서구,소공원,중리8공원,강서구 대저1동 1576번지 일원,902,부고34호(2013.01.23),128.9560702,35.21643194
794,강서구,소공원,중촌1공원,강서구 대저1동 1231번지 일원,625,부고34호(2013.01.23),128.9582014,35.21814214
795,강서구,소공원,중촌2공원,강서구 대저1동 1522번지 일원,764,부고34호(2013.01.23),128.9601641,35.21583208
796,강서구,소공원,대지2공원,강서구 대저1동 1297-44번지 일원,1000,부고34호(2013.01.23),128.9666935,35.21822432
797,강서구,소공원,연정1공원,강서구 대저1동 1318-82번지,405,부고34호(2013.01.23),128.9681274,35.21835678
798,강서구,소공원,연정3공원,강서구 대저1동 1356-10번지 일원,305,부고34호(2013.01.23),128.9713305,35.21825617
799,강서구,소공원,연정4공원,강서구 대저1동 774-13번지 일원,317,부고34호(2013.01.23),128.9722289,35.22034982
800,강서구,소공원,연정5공원,강서구 대저1동 1343-19번지 일원,690,부고34호(2013.01.23),128.9732878,35.21638236
801,강서구,소공원,신촌1공원,강서구 대저1동 498-100번지,582,부고34호(2013.01.23),128.9799152,35.21965561
802,강서구,소공원,신촌2공원,강서구 대저1동 523번지 일원,757,부고34호(2013.01.23),128.9804356,35.22159737
803,강서구,소공원,당리1공원,강서구 대저1동 287-16번지,527,부고34호(2013.01.23),128.9859536,35.22391667
804,강서구,소공원,번덕1공원,강서구 대저1동 351-33번지 일원,1018,부고34호(2013.01.23),128.9865988,35.21930064
805,강서구,소공원,번덕2공원,강서구 대저1동 361-140번지 일원,426,부고34호(2013.01.23),128.9892903,35.21939108
806,강서구,소공원,신촌3공원,강서구 대저1동 757-8번지,905,부고34호(2013.01.23),128.9752378,35.21623388
807,강서구,소공원,신촌4공원,강서구 대저1동 442-12번지 일원,500,부고34호(2013.01.23),128.9788486,35.21730977
808,강서구,소공원,번덕3공원,강서구 대저1동 2355-1번지 일원,373,부고34호(2013.01.23),128.9797145,35.21467466
809,강서구,소공원,번덕4공원,강서구 대저1동 484-8번지 일원,637,부고34호(2013.01.23),128.9839902,35.21722818
810,강서구,소공원,번덕5공원,강서구 대저1동 2347-2번지 일원,916,부고34호(2013.01.23),128.983818,35.21252435
811,강서구,소공원,번덕6공원,강서구 대저1동 388-8번지 일원,446,부고34호(2013.01.23),128.9876759,35.21634246
812,강서구,소공원,소공원1(평강지구),강서구 대저1동 1781-1 일원,3191,부고386호(2011.10.26),128.9443371,35.20970902
813,강서구,소공원,소공원2(평강지구),강서구 대저1동 3635-4 일원,932,부고386호(2011.10.26),128.9425192,35.20888985
814,강서구,소공원,소공원3(평강지구),강서구 대저1동 3643-3 일원,930,부고386호(2011.10.26),128.9424237,35.20688237
815,강서구,소공원,소공원4(평강지구),강서구 대저1동 3648-3번지 일원,661,부고386호(2011.10.26),128.9412653,35.20575592
816,강서구,소공원,소공원5(평강지구),강서구 대저1동 3664-7 일원,718,부고386호(2011.10.26),128.9399676,35.20471842
817,강서구,소공원,소공원6(평강지구),강서구 대저1동 3686-2 일원,1634,부고386호(2011.10.26),128.9407921,35.20380884
818,강서구,소공원,소공원7(평강지구),강서구 대저1동 3669-1 일원,2262,부고386호(2011.10.26),128.9392291,35.20306762
819,강서구,소공원,소공원1(사덕상리지구),강서구 대저1동 2308-4번지 일원,405,부고386호(2011.10.26),128.9819052,35.20984954
820,강서구,소공원,소공원2(사덕상리지구),강서구 대저1동 2725-2번지 일원,1880,부고386호(2011.10.26),128.9793456,35.20836323
821,강서구,소공원,소공원3(사덕상리지구),강서구 대저1동 2738-1번지 일원,1863,부고386호(2011.10.26),128.9780578,35.20731138
822,강서구,소공원,소공원4(사덕상리지구),강서구 대저1동 2749-2 일원,2436,부고386호(2011.10.26),128.9772464,35.20690623
823,강서구,소공원,소공원1(등구지구),강서구 대저1동 3202-2번지 일원,779,부고386호(2011.10.26),128.9723589,35.20432499
824,강서구,소공원,소공원2(등구지구),강서구 대저1동 3188번지 일원,601,부고386호(2011.10.26),128.9719551,35.20285278
825,강서구,소공원,소공원3(등구지구),강서구 대저1동 3148-3 일원,693,부고386호(2011.10.26),128.969341,35.20250514
826,강서구,소공원,소공원4(등구지구),강서구 대저1동 2912-4 일원,636,부고386호(2011.10.26),128.9682722,35.20144095
827,강서구,소공원,소공원5(등구지구),강서구 대저1동 2914-6 일원,1550,부고386호(2011.10.26),128.9684414,35.20093092
828,강서구,소공원,소공원6(등구지구),강서구 대저1동 2988-2번지 일원,692,부고386호(2011.10.26),128.9645053,35.19685422
829,강서구,소공원,소공원7(등구지구),강서구 대저2동 1148번지 일원,1084,부고386호(2011.10.26),128.9624119,35.19603625
830,강서구,소공원,소공원8(등구지구),강서구 대저2동 1129-1 일원,902,부고386호(2011.10.26),128.9609921,35.19558797
831,강서구,소공원,소공원9(등구지구),강서구 대저2동 1240-2 일원,384,부고386호(2011.10.26),128.9620221,35.1935431
832,강서구,소공원,소공원10(등구지구),강서구 대저2동 1226-5번지 일원,2496,부고386호(2011.10.26),128.9621145,35.19306376
833,강서구,소공원,소공원11(등구지구),강서구 대저2동 1284-5 일원,929,부고386호(2011.10.26),128.9613092,35.19136648
834,강서구,소공원,공원(5)(첨단복합지구),강서구 대저1동 1879 일원,2972,부고104호(2025.03.26.),128.9500928,35.21211503
835,강서구,소공원,공원(6)(첨단복합지구),강서구 대저1동 1818 일원,1088,부고104호(2025.03.26.),128.9478973,35.21028496
836,강서구,소공원,공원(7)(첨단복합지구),강서구 대저1동 3793 일원,5119,부고104호(2025.03.26.),128.9479968,35.20411121
837,강서구,소공원,공원(8)(첨단복합지구),강서구 대저1동 3952 일원,6095,부고104호(2025.03.26.),128.9586517,35.20417813
838,강서구,소공원,공원(9)(첨단복합지구),강서구 대저1동 3351 일원,2238,부고104호(2025.03.26.),128.962819,35.20681027
839,강서구,소공원,공원(10)(첨단복합지구),강서구 대저1동 2017 일원,10150,부고104호(2025.03.26.),128.9606486,35.21131137
840,강서구,소공원,공원(11)(첨단복합지구),강서구 대저1동 2019 일원,2100,부고104호(2025.03.26.),128.9606389,35.21190093
841,강서구,소공원,공원(12)(첨단복합지구),강서구 대저1동 2021 일원,2621,부고104호(2025.03.26.),128.9606291,35.21249085
842,강서구,소공원,공원(13)(첨단복합지구),강서구 대저1동 3062 일원,4173,부고104호(2025.03.26.),128.9628652,35.20392675
843,강서구,소공원,공원(14)(첨단복합지구),강서구 대저1동 3943 일원,1322,부고104호(2025.03.26.),128.9576271,35.20211686
844,강서구,소공원,공항1소공원(공항지구단위),강서구 대저2동 2427-3 일원,699,부고128호(2007.04.04),128.9517947,35.17647752
845,강서구,소공원,공항2소공원(공항지구단위),강서구 대저2동 2047-1 일원,608,부고128호(2007.04.04),128.9551427,35.17764009
846,강서구,소공원,작지1소공원(작지지구),강서구 대저2동 5171-4,600,부고454호(2006.12.27),128.9459244,35.14403635
847,강서구,소공원,작지2소공원(작지지구),강서구 대저2동 4983-1,810,부고454호(2006.12.27),128.9477508,35.14533883
848,강서구,소공원,신포1소공원(진목 신포 영강중리지구),강서구 명지동 3139-18,660,부고128호(2007.04.04),128.9305637,35.11689199
849,강서구,소공원,신포2소공원(진목 신포 영강중리지구),강서구 명지동 3190-14,660,부고128호(2007.04.04),128.9307499,35.11494212
850,강서구,소공원,진목1소공원(진목 신포 영강중리지구),강서구 명지동 214-13,600,부고454호(2006.12.27),128.9257838,35.11205556
851,강서구,소공원,진목2소공원(진목 신포 영강중리지구),강서구 명지동 3178-6번지 일원,970,부고454호(2006.12.27),128.9253065,35.11469215
852,강서구,소공원,진목3소공원(진목 신포 영강중리지구),강서구 명지동 3174-11번지 일원,600,부고454호(2006.12.27),128.9222498,35.11631301
853,강서구,소공원,상방공원(서부산유통지구),강서구 대저2동 3136-1,3791.1,재경남고51호(2006.11.21),128.9525034,35.17266352
854,강서구,소공원,덕두공원(서부산유통지구),강서구 대저2동 3136-3,4725.8,재경남고51호(2006.11.21),128.9535429,35.17091474
855,강서구,소공원,서연정공원,강서구 대저1동 1330-7번지,646,부고34호(2013.01.23),128.9697055,35.21630335
856,강서구,소공원,금호소공원(금호지구),강서구 대저2동 3908번지 일원,1100,부고454호(2006.12.27),128.9550174,35.16094744
857,강서구,소공원,본맥2소공원(본맥2지구),강서구 대저2동 4441-1번지 일원,500,부고454호(2006.12.27),128.9515095,35.14961212
858,강서구,소공원,소공원1(에코델타시티),강서구 명지동 2993-4번지 일원,585,국토부533호(2014.09.05),128.9115191,35.13164877
859,강서구,소공원,소공원2(에코델타시티),강서구 명지동 3021-3번지 일원,1350,국토부533호(2014.09.05),128.9187956,35.13061412
860,강서구,소공원,소공원5(에코델타시티),강서구 대저2동 4756-12번지 일원,447,환경부146호(2019.08.01.),128.9298658,35.14576704
861,강서구,소공원,샛바람길공원(동선지구),강서구 동선동 1068-2번지,330,부고547호(2009.01.07),128.8352859,35.05485922
862,강서구,소공원,명지소공원,강서구 명지동 1396번지 일원,1110,부고454호(2006.12.27),128.926622,35.1075889
863,강서구,소공원,두루미공원(명지지구),강서구 명지동 3455-5번지,295.2,부진경고33호(2013.07.24),128.9236547,35.09569719
864,강서구,소공원,해오라기공원(명지지구),강서구 명지동 3602-3번지,5020.1,부진경고35호(2016.06.15),128.9093256,35.09385969
865,강서구,소공원,물떼새공원(명지지구),강서구 명지동 3575-1번지,2287.9,부진경고35호(2016.06.15),128.9251426,35.10014598
866,강서구,소공원,도요새공원(명지지구),강서구 명지동 3604-4번지,1334.4,부진경고35호(2016.06.15),128.9084253,35.0918392
867,강서구,소공원,소공원6(명지지구),강서구 명지동 1996-2 일원,3614,부진경고43호(2019.7.31.),128.9061425,35.10011717
868,강서구,소공원,소공원7(명지지구),강서구 명지동 657-7 일원,3413,부진경고43호(2019.7.31.),128.9099884,35.11459007
869,강서구,소공원,소공원8(명지지구),강서구 명지동 686 일원,1844.4,부진경고43호(2019.7.31.),128.9087796,35.10914547
870,강서구,소공원,소공원9(명지지구),강서구 명지동 725 일원,2429,부진경고54호(2021.12.22.),128.9097868,35.10794778
871,강서구,소공원,수참공원(국제산업물류도시),강서구 미음동 1684번지,1688.3,부고77호(2010.03.03),128.8683978,35.15294996
872,강서구,소공원,미음공원(국제산업물류도시),강서구 미음동 1647번지,2400.3,부고77호(2010.03.03),128.8636758,35.14698423
873,강서구,소공원,죽곡공원(국제산업물류도시),강서구 범방동 1899-1번지,1948.4,부고77호(2010.03.03),128.8786675,35.14745828
874,강서구,소공원,마비등공원(국제산업물류도시),강서구 범방동 1903-3번지,2589.7,부고77호(2010.03.03),128.8813047,35.14673127
875,강서구,소공원,석말공원(국제산업물류도시),강서구 범방동 1911-16번지,2367.4,부고77호(2010.03.03),128.8790308,35.14495906
876,강서구,소공원,세산공원(국제산업물류도시),강서구 범방동 1916번지,825.9,부고77호(2010.03.03),128.8756012,35.14304347
877,강서구,소공원,우열등공원(국제산업물류도시),강서구 범방동 1920번지,1019.6,부고77호(2010.03.03),128.8850514,35.13986745
878,강서구,소공원,가리새공원(국제산업물류도시),강서구 범방동 1923번지,988,부고77호(2010.03.03),128.8904937,35.13845344
879,강서구,소공원,둔치도소공원(둔치도지구),강서구 봉림동 763-50 일원,660,부고454호(2006.12.27),128.8929789,35.15924102
880,강서구,소공원,해포도소공원(해포도지구),강서구 봉림동 738-1734번지 일원,806,부고454호(2006.12.27),128.8999698,35.17035625
881,강서구,소공원,용등소공원(용등지구),강서구 죽림동 173-1번지 일원,660,부고454호(2006.12.27),128.9031538,35.20321657
882,강서구,소공원,해관공원,강서구 천성동 1642-3번지,330,부고547호(2009.01.07),128.814867,35.03849195
883,강서구,소공원,생곡공원,강서구 생곡동 1537-2번지,4325.2,부진경고68호(2014.12.03),128.8817074,35.13199278
884,강서구,소공원,시만1소공원(식만지구),강서구 식만동 315-47 일원,660,부고454호(2006.12.27),128.914868,35.21624301
885,강서구,소공원,시만2소공원(식만지구),강서구 식만동 364-1 일원,660,부고454호(2006.12.27),128.9116805,35.21475982
886,강서구,소공원,식만소공원(식만지구),강서구 식만동 430-1 일원,660,부고454호(2006.12.27),128.9097923,35.21156078
887,강서구,소공원,오봉산1소공원(오봉산지구),강서구 죽동동 476-13번지 일원,700,부고354호(2007.09.12),128.8923044,35.19943193
888,강서구,소공원,오봉산2소공원(오봉산지구),강서구 죽림동 459-5번지 일원,700,부고354호(2007.09.12),128.9004853,35.19901387
889,강서구,소공원,범방소공원(범방지구),강서구 범방동 1859-14번지,278.6,부고82호(2006.02.28),128.8833845,35.15072483
890,강서구,소공원,제1호소공원(명동지구),강서구 지사동 산246-1번지 일원,5300,부진경고57호(2012.12.19),128.837586,35.14228589
891,강서구,소공원,제2호소공원(명동지구),강서구 지사동 산236-6번지 일원,2410,부진경고57호(2012.12.19),128.836391,35.14431975
892,강서구,소공원,제3호소공원(명동지구),강서구 지사동 산242번지,678,부진경고57호(2012.12.19),128.8395588,35.14632243
893,강서구,소공원,제4호소공원(명동지구),강서구 지사동 산242-6번지,628,부진경고57호(2012.12.19),128.8398537,35.14734502
894,강서구,소공원,제5호소공원(명동지구),강서구 지사동 68번지 일원,225,부진경고57호(2012.12.19),128.8438569,35.14467269
895,강서구,소공원,제6호소공원,강서구 지사동 산243번지 일원,654,부진경고65호(2023.01.04.),128.8419066,35.14491124
896,강서구,소공원,소공원,강서구 지사동 1433번지,962.3,부고458호(2014.11.26.),128.8250291,35.15124017
897,강서구,소공원,소공원,강서구 지사동 1464번지,3147.8,부고320호(2022.08.17.),128.815324,35.14684473
898,강서구,소공원,녹산5소공원(성산˙녹산지구),강서구 녹산동 554-24 일원,1170,부고466호(2007.12.5),128.8836021,35.11490665
899,강서구,소공원,녹산6소공원(성산˙녹산지구),강서구 녹산동 172 일원,1070,부고466호(2007.12.5),128.8888666,35.11292188
900,강서구,소공원,신덕1소공원(신덕지구),강서구 강동동 1488 일원,500,부고454호(2006.12.27),128.9271031,35.1997234
901,강서구,소공원,신덕2소공원(신덕지구),강서구 강동동 1516 일원,700,부고454호(2006.12.27),128.9285508,35.19972579
903,연제구,소공원,연화,연제구 연산2동 1431-1번지 일원,2147.4,부고191호(2006.05.24),129.0765004,35.17886544
904,연제구,소공원,연산,연제구 연산동 2373 부산진구 양정동 529,2717.1,부고143호(2007.04.11),129.0801525,35.17303519
905,연제구,소공원,쌍미,연제구 연산1동 2272번지,1209,부고452호(2006.12.27),129.0876026,35.18817482
906,연제구,소공원,옛골,연제구 연산1동 2274번지,2764,부고452호(2006.12.27),129.0902537,35.18728278
907,연제구,소공원,연천,연제구 연산8동 2313번지,1908,부고437호(2009.12.09),129.0996885,35.18971437
908,연제구,소공원,월륜,연제구 연산동 2309번지,1044.7,연고25호(2012.04.25),129.1135138,35.1840909
909,연제구,소공원,연이,연제구 연산동 2304 외 1필지,818.4,연고54호(2010.07.21),129.0835306,35.17411176
910,연제구,소공원,강변,연제구 연산동 2318번지,196.8,연고30호(2014.04.17),129.1135059,35.18395337
911,연제구,소공원,수련하나,연제구 연산동 2345번지,976.4,부고403호(2013.10.30),129.0843906,35.17924829
912,연제구,소공원,수련둘,연제구 연산동 2347번지,1206.5,부고460호(2006.12.27),129.0839588,35.18029338
913,연제구,소공원,물만골,연제구 연산동 2349번지,1319.1,부고460호(2006.12.27),129.0827305,35.18067724
914,연제구,소공원,소공원,연제구 연산동 1805-9번지 일원,1144,부고14호(2024.01.17.),129.0960479,35.17320952
915,연제구,소공원,소공원,연제구 연산동 1811-692번지 일원,428,부고14호(2024.01.17.),129.0936224,35.17175043
916,연제구,소공원,연산A공원,연제구 연산동 416-4번지 일원,1200,부고78호(2024.03.27.),129.1044294,35.1862811
917,연제구,소공원,연산B공원,연제구 연산동 406-5번지 일원,2189,부고78호(2024.03.27.),129.1027875,35.18727406
918,연제구,소공원,다솜공원,연제구 거제동 1549번지,570.5,부고448호(2007.11.21),129.0675741,35.18250462
919,연제구,소공원,소공원,연제구 거제동 211-4번지 일원,995,부고9호(2024.01.10.),129.0752819,35.19805833
920,연제구,소공원,소공원,연제구 연산동 산176-14 일원,697,연고64호(2014.09.17),129.0838695,35.1719276
921,연제구,소공원,연산마루소공원,연제구 연산4동 산136-22번지 일원,3629,연고39호(2019.04.17),129.089937,35.18199389
922,연제구,소공원,연산E공원,연제구 연산동 669-2번지 일원,1139,부고212호(2025.06.04.),129.0882465,35.1764035
923,수영구,소공원,해오름공원,수영구 망미동 1163번지,1999.7,부고12호(2008.01.09),129.1000379,35.17789205
924,수영구,소공원,망미7공원,수영구 망미동 451-10번지 일원,4300,부고79호(2024.03.27.),129.1052189,35.17590681
925,수영구,소공원,광안1동 소공원,수영구 광안동 1302-9,22,수고116호(2012.10.31),129.1111741,35.16527635
926,수영구,소공원,소공원,수영구 광안동 538-2번지 일원,1456.3,부고99호(2023.03.29.),129.1072389,35.16070458
927,수영구,소공원,광안3동 소공원,수영구 광안동 79-2번지 일원,1553,부고457호(2023.12.20.),129.1174,35.16592822
928,수영구,소공원,하늘마루 소공원,수영구 남천동 148-4번지 일원,6138.6,부고222호(2014.05.21),129.1163224,35.14222785
929,수영구,소공원,바람마루 소공원,수영구 남천동 148-4번지 일원,3074,부고222호(2014.05.21),129.1163224,35.14222785
930,수영구,소공원,오솔길공원,수영구 남천동 615,1609.9,부고465호(2009.12.16),129.1121527,35.14082081
931,수영구,소공원,쉼마루 소공원,수영구 남천동 600,241.5,부고186호(2021.05.26.),129.1053302,35.14259008
932,수영구,소공원,배산공원,수영구 망미동 1169번지,1424.5,부고12호(2008.01.09),129.1013593,35.17730312
933,수영구,소공원,만남의 공원,수영구 망미동 1184번지,259.4,부고157호(2014.04.09),129.1021879,35.17340305
934,수영구,소공원,희망공원,수영구 망미동 1181번지,88.3,부고229호(2018.06.27),129.1025991,35.1740258
935,수영구,소공원,팽나무 소공원,수영구 수영동 119번지 일원,331,수영구81호(2020.09.02.),129.1187912,35.1706625
936,수영구,소공원,수영A공원,수영구 수영동 484-1번지 일원,3951,부고333호(2023.10.11.),129.1176253,35.17298426
937,수영구,소공원,수영B공원,수영구 수영동 496-9번지 일원,661,부고333호(2023.10.11.),129.1208698,35.17228655
938,수영구,소공원,민락2공원,수영구 민락동 493-23번지 일원,3644,부고350호(2022.09.07.),129.1197042,35.16646511
939,수영구,소공원,민락포켓공원,수영구 민락동 143-6번지 일원,725,부고350호(2022.09.07.),129.1192165,35.16445645
940,사상구,소공원,다누림공원,사상구 학장동 288-12번지 일원,1300,사상고75호(2008.12.24),128.9946956,35.14730918
941,사상구,소공원,엄궁중앙공원,사상구 엄궁동 63-1번지 일원,4691,부고316호(2020.08.26.),128.9738352,35.1271615
942,사상구,소공원,해름소공원,사상구 엄궁동 652-16번지,835,부고117호(2008.04.09),128.9654757,35.12456513
