연번,기관,공원종류,공원명,상세주소,공원면적(m),최초시설결정일,x좌표,y좌표
943,사상구,소공원,모라벤처타워공원,사상구 모라동 1375-3번지,735.8,부고141호(2012.04.11),128.9847785,35.19047345
944,사상구,소공원,주감공원,사상구 주례동 1288-1번지,1250,사상고3호(2013.01.09),128.9956618,35.15559224
945,사상구,소공원,모라틔움공원,사상구 모라1동 1385번지,7701.3,사상고61호(2015.05.27),128.9956977,35.1926741
946,사상구,소공원,소공원,사상구 학장동 722-6번지 일원,3597.6,부고382호(2020.10.14),128.9765498,35.14730644
947,사상구,소공원,소공원,사상구 학장동 230-8번지 일원,9839.4,부고382호(2020.10.14),128.9825624,35.1458218
948,사상구,소공원,소공원,사상구 학장동 731-5번지 일원,4798.4,부고382호(2020.10.14),128.9777196,35.14054585
949,사상구,소공원,소공원,사상구 감전동 958-18번지 일원,4504.9,부고382호(2020.10.14),128.9728416,35.14032217
950,기장군,소공원,소공원,기장군 기장읍 내리 533-3번지 일원,1130,기고84호(2007.10.03),129.2000639,35.21792823
951,기장군,소공원,내리소공원,기장군 기장읍 내리 339-4번지 일원,585,기고72호(2007.08.15),129.2080746,35.20798937
952,기장군,소공원,소공원,기장군 기장읍 내리 산128-2번지 일원,500,기고84호(2007.10.03),129.2003516,35.20180454
953,기장군,소공원,당사공원,기장군 기장읍 당사리 499-1번지,1321.1,부고294호(2009.07.29),129.2100759,35.18839839
954,기장군,소공원,소공원,기장군 기장읍 대변리 203-22 일원,1290,부고21호(2013.01.16),129.2271731,35.22319845
955,기장군,소공원,소공원,기장군 기장읍 대변리 274-17 304-24번지,340,부고21호(2013.01.16),129.2306063,35.22107582
956,기장군,소공원,양경공원,기장군 기장읍 시랑리 689번지,1326.4,부고294호(2009.07.29),129.2088994,35.18431591
957,기장군,소공원,신천소공원,기장군 기장읍 신천리 80번지 일원,500,부고274호(2006.07.26),129.2269886,35.24283349
958,기장군,소공원,청강소공원,기장군 기장읍 청강리 3-16번지 일원,4134,기고187호(2012.11.14),129.2205323,35.24464327
959,기장군,소공원,무곡소공원,기장군 기장읍 청강리 568번지 일원,500,부고274호(2006.07.26),129.2130081,35.22883775
960,기장군,소공원,석산공원,기장군 기장읍 석산리 61-3번지 일원,711,부고274호(2006.07.26),129.2103185,35.20543426
961,기장군,소공원,소공원,기장군 기장읍 죽성리 134-12번지 일원,2293,부고468호(2022.12.07.),129.2480403,35.23986098
962,기장군,소공원,소공원,기장군 기장읍 죽성리 30-34번지 일원,1084,부고468호(2022.12.07.),129.2468614,35.24236606
963,기장군,소공원,문동2소공원,기장군 일광읍 문동리 262-2 일원,1116,부고295호(2006.08.30),129.2569592,35.30576224
964,기장군,소공원,신평소공원,기장군 일광읍 신평리 11-1 301-1번지,3566,부고450호(2007.11.21),129.2601024,35.29304838
965,기장군,소공원,중리소공원,기장군 일광읍 원리 603-6 일원,500,부고450호(2007.11.21),129.2302702,35.30816019
966,기장군,소공원,일광이천생태공원,기장군 일광읍 이천리 692번지 일원,23853,기고202호(2013.12.04),129.2350176,35.27139974
967,기장군,소공원,화전2소공원,기장군 일광읍 화전리 321-27번지 일원,1201,부고295호(2006.08.30),129.2300791,35.28243358
968,기장군,소공원,당곡2공원,기장군 일광읍 화전리 472 일원,500,부고295호(2006.08.30),129.2228656,35.28402252
969,기장군,소공원,횡계1공원,기장군 일광읍 횡계리 202번지 일원,500,부고295호(2006.08.30),129.2241744,35.27340792
970,기장군,소공원,소공원,기장군 장안읍 기룡리 1147-2번지,2284.2,부고275호(2014.06.25),129.2608345,35.35785668
971,기장군,소공원,기룡1소공원,기장군 장안읍 기룡리 735-4번지 일원,580,부고295호(2006.08.30),129.2511616,35.3555972
972,기장군,소공원,소공원,기장군 장안읍 반룡리 955-7번지,991,부고251호(2012.06.27),129.2524491,35.32537055
973,기장군,소공원,내덕소공원,기장군 장안읍 덕선리 793-2번지 일원,500,부고17호(2007.01.10),129.2190891,35.33139212
974,기장군,소공원,대명소공원,기장군 장안읍 명례리 산97번지 일원,500,부고295호(2006.08.30),129.2496785,35.37631169
975,기장군,소공원,도야소공원,기장군 장안읍 명례리 115-1번지 일원,500,부고295호(2006.08.30),129.2609665,35.37601737
976,기장군,소공원,소공원(137),기장군 장안읍 반룡리 885,2331.9,부고23호(2013.01.16),129.2649469,35.34164522
977,기장군,소공원,소공원,기장군 장안읍 반룡리 949-1번지,2773.3,부고251호(2012.06.27),129.2555925,35.32863104
978,기장군,소공원,신명소공원,기장군 장안읍 명례리 산32번지 일원,500,부고17호(2007.01.10),129.2617622,35.38441294
979,기장군,소공원,신리소공원,기장군 장안읍 오리 690번지 일원,500,부고295호(2006.08.30),129.2674803,35.35660842
980,기장군,소공원,개천소공원,기장군 장안읍 오리 952-1번지 일원,500,부고295호(2006.08.30),129.2766132,35.35281958
981,기장군,소공원,대룡공원,기장군 장안읍 오리 251번지 일원,500,부고295호(2006.08.30),129.2650055,35.37092257
982,기장군,소공원,판곡공원,기장군 장안읍 오리 1142번지,2179.7,부고287호(2013.07.31),129.2686467,35.36085037
983,기장군,소공원,소공원,기장군 장안읍 오리 1144-5,4154,부고368호(2013.10.09),129.2659683,35.36241483
984,기장군,소공원,용소소공원,기장군 장안읍 용소리 59-4번지 일원,624,부고17호(2007.01.10),129.2469158,35.34333919
985,기장군,소공원,상장안공원,기장군 장안읍 장안리 480-1번지 일원,1100,부고17호(2007.01.10),129.2455872,35.37120704
986,기장군,소공원,상춘공원,기장군 정관읍 두명리 254-28번지,1458,부고163호(2009.04.22),129.1466728,35.36180651
987,기장군,소공원,소공원,기장군 철마면 구칠리 380번지 일원,500,기고84호(2007.10.03),129.1686549,35.26654539
988,기장군,소공원,소공원,기장군 철마면 구칠리 236-7번지 일원,500,기고84호(2007.10.03),129.1665669,35.25814901
989,기장군,소공원,소공원,기장군 철마면 백길리 83번지 일원,500,기고84호(2007.10.03),129.1554644,35.28513771
990,기장군,소공원,소공원,기장군 철마면 웅천리 720-3 일원,1024,기고84호(2007.10.03),129.1651039,35.28603461
991,기장군,소공원,마지소공원,기장군 철마면 연구리 307-1번지 일원,500,부고456호(2007.11.28),129.1653884,35.27537791
992,기장군,소공원,소공원,기장군 철마면 연구리 602-2번지 일원,843,기고84호(2007.10.03),129.1598031,35.27235331
993,기장군,소공원,소공원,기장군 철마면 웅천리 484번지 일원,500,기고1호(2008.01.09),129.1702188,35.28754884
994,기장군,소공원,연꽃공원,기장군 철마면 웅천리 215번지 일원,4671,기고49호(2011.06.15),129.1694747,35.29640902
995,기장군,소공원,중리소공원,기장군 철마면 웅천리 380번지 일원,765,부고274호(2006.07.26),129.166661,35.29062128
996,기장군,소공원,이곡소공원,기장군 철마면 이곡리 469번지 일원,775,부고274호(2006.07.26),129.180136,35.2762392
997,기장군,소공원,임기1소공원,기장군 철마면 임기리 443번지 일원,500,부고274호(2006.07.26),129.1234742,35.31838872
998,기장군,소공원,소공원,기장군 철마면 장전리 73-10번지 일원,732,기고1호(2008.01.09),129.1496499,35.26578222
999,기장군,소공원,장전와여1소공원,기장군 철마면 장전리 583-100번지 일원,845,부고274호(2006.07.26),129.1446071,35.27438353
1000,기장군,소공원,장전와여2소공원,기장군 철마면 와여리 544번지 일원,601,부고274호(2006.07.26),129.1493104,35.27514196
1001,기장군,소공원,장전와여3소공원,기장군 철마면 와여리 321-11번지 일원,550,부고274호(2006.07.26),129.1490157,35.27828273
1002,기장군,소공원,반룡공원,기장군 장안읍 좌동리 962번지,5842.9,부고196호(2013.05.22),129.2488285,35.33266499
1003,기장군,소공원,이음공원,기장군 장안읍 좌천리 549번지,584.1,부고454호(2016.01.13),129.2370367,35.31981062
1004,기장군,소공원,마루공원,기장군 장안읍 좌천리 558-3번지,936.1,부고454호(2016.01.13),129.2377163,35.31523206
1005,중구,역사공원,역사공원2,중구 항만8 북측,31464.9,부고172호(2023.05.17.),126.4586324,37.47521829
1006,동래구,역사공원,복천동 고분공원,동래구 복천동 50번지 일원,45130,부고446호(2014.11.19),129.0906066,35.20660842
1007,동래구,역사공원,충렬사공원,동래구 안락동 421-34번지 일원,98790,부고56호(2015.02.11),129.0957278,35.19956689
1008,남구,역사공원,당곡공원,남구 대연동 1147-3번지 일원,75465,총독부14호(1944.01.08),129.0914961,35.12499632
1009,북구,역사공원,만덕사지 당간지주 역사공원,북구 만덕동 784번지 일원,349,부고275호(2016.08.17),129.0438611,35.21611763
1010,사하구,역사공원,공원,사하구 하단동 607-4 일원,700,부고288호(2025.07.23.),128.9624191,35.10322124
1011,강서구,역사공원,역사공원(에코델타시티),강서구 명지동 3158-2번지 일원,9635,국해부888호(2012.12.14),128.9187675,35.11782187
1012,사상구,역사공원,하강선대 역사공원,사상구 덕포동 712-41번지 일원,2773.3,부고73호(2025.02.26.),128.9830618,35.16895892
1013,중구,문화공원,문화공원5,중구 중앙동 17-15도 동측 일원,2279,부고126호(2016.04.13.),126.6201123,37.47347312
1014,중구,문화공원,문화공원6,중구 항만116 남측,13783.1,부고172호(2023.05.17.),126.4586324,37.47521829
1015,서구,문화공원,톤즈문화공원,서구 남부민동 611-26번지 일원,1713,부고261호(2016.08.03),129.0232694,35.0825605
1016,동구,문화공원,문화공원1,동구 초량동 1185-48대 남측 해면부 일원,49583,국토해양부164호(2008.05.14.),129.0454546,35.11705474
1017,동구,문화공원,문화공원2,동구 초량동 1185-1대 남측 일원,53402.8,부고126호(2016.04.13.),129.0431592,35.11337257
1018,동구,문화공원,문화공원3,동구 초량동 1185-1대 앞 해면부 일원,45909.6,부고126호(2016.04.13.),129.0431592,35.11337257
1019,영도구,문화공원,동삼혁신지구 공원,영도구 동삼동 1163번지 일원,4734.5,건고341호(2007.09.03),129.0778307,35.0789168
1020,부산진구,문화공원,가야감고개공원,부산진구 가야동 553번지 일원,6443,부고79호(2016.03.02),129.0329524,35.14978128
1021,부산진구,문화공원,광무공원,부산진구 전포동 889-1번지 일원,6677.9,부고343호(2025.09.03.),129.0635379,35.15093728
1022,남구,문화공원,대연문화공원,남구 대연동 1864번지,6811.4,국해고716호(2008.12.12),129.1039613,35.1396261
1023,남구,문화공원,동천문화공원,남구 문현동 1227-1번지,3543.5,국해고715호(2008.12.12),129.0643913,35.14866076
1024,남구,문화공원,금융지구공원,남구 문현동 1228-6번지,2257.5,국해고673호(2011.11.21.),129.0644345,35.14654072
1025,북구,문화공원,구포공원,북구 구포동 779-4번지 일원,96311,건고555호(1972.12.30),129.0010893,35.19956322
1026,북구,문화공원,백양공원,북구 만덕동 843번지,33618.3,건고103호(1982.03.23),129.0355717,35.20616296
1027,북구,문화공원,화명중앙공원,북구 화명3동 2279번지 일원,11977.5,북구62호(2012.06.27),129.0086748,35.23362288
1028,해운대구,문화공원,대천산림문화공원,해운대구 좌동 758-5번지 일원,25666,부고322호(2017.10.11),129.1669295,35.18188654
1029,해운대구,문화공원,해운대역사 문화공원,해운대구 우동 524-1번지,4631,해고149호(2019.11.13),129.1585729,35.16389816
1030,사하구,문화공원,고니나루쉼터,사하구 다대동 1525-1번지,2338,부고72호(2014.02.19),128.9531625,35.07002704
1031,사하구,문화공원,홍티문화공원,사하구 다대동 1608번지,6787.1,부고306호(2006.09.06),128.9590246,35.06207006
1032,사하구,문화공원,대티이음공원,사하구 괴정동 56번지 일원,2956,부고58호(2024.3.13.),129.0072464,35.10582403
1033,강서구,문화공원,문화공원1(에코델타시티),강서구 강동동 4359-3번지 일원,8276,국해부888호(2012.12.14),128.9173334,35.15223491
1034,강서구,문화공원,문화공원2(에코델타시티),강서구 강동동 4707-1번지 일원,37993,국해부888호(2012.12.14),128.9106409,35.14611035
1035,강서구,문화공원,문화공원3(에코델타시티),강서구 강동동 5108번지 일원,18407,국해부888호(2012.12.14),128.9108253,35.13680298
1036,강서구,문화공원,문화공원,강서구 대저2동 5438-4번지 일원,23569,환경부146호(2019.08.01.),128.9223208,35.13641194
1037,강서구,문화공원,철새탐방공원,강서구 명지동 3308-3,1344,부고416호(2008.11.12),128.9119121,35.08431135
1038,강서구,문화공원,구랑공원,강서구 구랑동 1199-7,9137,부진경고41호(2012.09.26),128.8531789,35.1305423
1039,강서구,문화공원,범방공원,강서구 미음동 1528-3번지,3393.5,재경고10호(2008.02.28),128.863798,35.16042972
1040,강서구,문화공원,남강공원,강서구 미음동 1553-7번지,5787.3,재경고10호(2008.02.28),128.8564305,35.15612728
1041,강서구,문화공원,생활공원,강서구 생곡동 1531-5,6653.6,부진경고39호(2013.08.28),128.8852314,35.13520264
1042,강서구,문화공원,문화공원1(명지지구),강서구 명지동 3483-5번지,688.2,부진경고31호(2017.04.12),128.9220272,35.10753313
1043,강서구,문화공원,문화공원2(명지지구),강서구 명지동 548 일원,10499,부진경고54호(2021.12.22.),128.917568,35.11240781
1044,강서구,문화공원,녹산 고향동산(국제산업물류도시),강서구 범방동 1891 1998번지,64211.5,부고77호(2010.03.03),128.8857876,35.14922324
1045,사상구,문화공원,부산도서관문화공원,사상구 덕포동 415-1번지 일원,3160,부고105호(2017.04.05),128.9851273,35.17336892
1046,기장군,문화공원,임랑문화공원,기장군 장안읍 임랑리 154-5번지 일원,5216,부고333호(2012.08.29),129.2615494,35.31667199
1047,기장군,문화공원,문화공원(1287),기장군 기장읍 시랑리 735번지,12496.9,부고471호(2023.12.27.),129.2153305,35.19044165
1048,기장군,문화공원,Waterfront Park,기장군 기장읍 시랑리 537번지 일원,17052.7,부고214호(2011.06.08),129.213844,35.18688983
1049,서구,수변공원,두도공원,서구 암남동 702 일원,50000,건고555호(1972.12.30),129.0147699,35.04904199
1050,해운대구,수변공원,청사포공원,해운대구 중동 산42-25번지 일원,304300,건고535호(1986.12.02),129.1840065,35.15848531
1051,사하구,수변공원,경도공원,사하구 다대동 1494 일원,22700,건고555호(1972.12.30),128.9823145,35.03695951
1052,사하구,수변공원,다대포해변공원,사하구 다대동 482-3번지 일원,155483,부고104호(2017.04.05),128.968005,35.04661454
1053,강서구,수변공원,가리새 수변공원(국제산업물류도시),강서구 범방동 1913번지 일원,33858,부고77호(2010.03.03),128.8874933,35.14277947
1054,강서구,수변공원,수변공원1(에코델타시티),강서구 강동동 4085번지 일원,164164,국해부888호(2012.12.14),128.9047179,35.15603782
1055,강서구,수변공원,수변공원2(에코델타시티),강서구 강동동 5080번지 일원,121633,국해부888호(2012.12.14),128.9055661,35.13749619
1056,강서구,수변공원,수변공원3(에코델타시티),강서구 명지동 3100-3번지 일원,107487,국해부888호(2012.12.14),128.9063682,35.1209424
1057,강서구,수변공원,수변공원4(에코델타시티),강서구 명지동 457-690번지 일원,153011,국해부888호(2012.12.14),128.9168138,35.13343425
1058,강서구,수변공원,수변공원5(에코델타시티),강서구 강동동 5095번지 일원,109966,국해부888호(2012.12.14),128.9173774,35.13642472
1059,강서구,수변공원,수변공원6(에코델타시티),강서구 대저2동 5987-2번지 일원,89180,국해부888호(2012.12.14),128.9192192,35.13391444
1060,강서구,수변공원,수변공원7(에코델타시티),강서구 강동동 4669-4번지 일원,42671,국해부888호(2012.12.14),128.9249875,35.14667805
1061,강서구,수변공원,수변공원8(에코델타시티),강서구 강동동 4312-12번지 일원,70523,국해부888호(2012.12.14),128.9215575,35.15441349
1062,강서구,수변공원,수변공원9(에코델타시티),강서구 대저2동 5408-3번지 일원,78552,국해부888호(2012.12.14),128.9265959,35.14492072
1063,강서구,수변공원,수변공원10(에코델타시티),강서구 대저2동 555-8번지 일원,77966,국해부888호(2012.12.14),128.921705,35.1592554
1064,강서구,수변공원,수변공원11(에코델타시티),강서구 대저2동 4727-3번지 일원,127349,국해부888호(2012.12.14),128.9323635,35.1492954
1065,강서구,수변공원,수변공원12(에코델타시티),강서구 대저2동 6355-4번지 일원,628447,국해부888호(2012.12.14),128.9317308,35.1252443
1066,기장군,수변공원,사라수변공원,기장군 기장읍 대라리 산6-1번지 일원,46061,부고518호(2010.01.06),129.2049444,35.23825365
1067,기장군,수변공원,이양산수변공원,기장군 장안읍 장안리 산31번지 일원,48294,부고300호(2009.08.05),129.2464996,35.37596866
1068,기장군,수변공원,안평수변공원,기장군 철마면 안평리 12-5번지 일원,49844,부고518호(2010.01.06),129.1840525,35.25044714
1069,기장군,수변공원,수변공원(천변공원),기장군 기장읍 당사리 389-5번지 일원,19459,부고320호(2014.07.23),129.2075882,35.18937931
1070,기장군,수변공원,수변공원,기장군 일광읍 이천리 357-5번지 일원,24003,부고411호(2023.11.15.),129.239826,35.26533966
1071,남구,묘지공원,유엔묘지공원,남구 대연동 800번지 일원,176486,건고185호(1971.04.06),129.0976353,35.12756062
1072,금정구,묘지공원,부산묘지공원,금정구 두구동 산80번지 일원,771271,건고2871호(1966.11.17),129.100385,35.27561317
1073,기장군,묘지공원,백운제1묘지공원,기장군 정관읍 두명리 산47번지 일원,103963,부고197호(1997.08.06),129.1587936,35.35262997
1074,기장군,묘지공원,백운제2묘지공원,기장군 정관읍 모전리 산88-9 일원,130590,부고197호(1997.08.06),129.1574962,35.33283548
1075,기장군,묘지공원,부산추모공원,기장군 정관읍 두명리 481 외 2필지,257609,부고314호(2005.11.02),129.1619059,35.34753822
1076,기장군,묘지공원,대정묘지공원,기장군 정관읍 용수리 산115-10 일원,203354,부고197호(1997.08.06),129.1584492,35.32743401
1077,동래구,체육공원,수민어울공원,동래구 낙민동 135-1번지 일원,11352,부고70호(1982.04.07),129.091433,35.19660313
1078,사하구,체육공원,신평레포츠공원,사하구 신평동 651-9번지,13223.1,건고535호(1986.12.02),128.9597172,35.09319631
1079,사하구,체육공원,제3체육공원,사하구 다대동 1511-2,5994,건고535호(1986.12.02),128.9597773,35.06309952
1080,사하구,체육공원,공원,사하구 하단동 381-19 일원,10130,부고288호(2025.07.23.),128.9654253,35.10213627
1081,강서구,체육공원,체육공원,강서구 대저2동 4193-4번지 일원,20356,환경부146호(2019.08.01.),128.9325024,35.15517857
1082,강서구,체육공원,체육공원1(명지지구),강서구 명지동 651-7 일원,20409,부진경고54호(2021.12.22.),128.9097386,35.11314096
1083,연제구,체육공원,거제공원,연제구 거제동 1468-13번지 일원,5848.5,부고8호(2003.02.20.),129.0819391,35.19497354
1084,연제구,체육공원,해맞이체육공원,연제구 거제동 1547번지,13250.5,부고448호(2007.11.21),129.0647554,35.18641853
1085,수영구,체육공원,광미체육공원,수영구 광안동 976번지 일원,10275,부고93호(2024.04.10.),129.105624,35.16849929
1086,기장군,체육공원,기장읍생활체육공원,기장군 기장읍 청강리 630-1번지 일원,23735,부고138호(2022.04.20.),129.2121088,35.23041468
1087,기장군,체육공원,명례 체육공원,기장군 장안읍 명례리 산47-2번지 일원,50330,부고274호(2024.09.04.),129.2553177,35.38261711
1088,부산진구,가로공원,당감공원2,부산진구 당감동 176-6번지 일원,4825,부고294호(2019.10.23.),129.0391795,35.16157309
1089,부산진구,가로공원,가야동공원1,부산진구 가야동 599-3번지 일원,1946,부고65호(2024.03.13.),129.0297732,35.15016638
1090,부산진구,가로공원,가야동공원2,부산진구 가야동 500-8번지 일원,1917,부고65호(2024.03.13.),129.0297502,35.14874551
1091,동래구,가로공원,이음공원,동래구 칠산동 70-8번지 일원,7198,부고226호(2022.06.22.),129.0927089,35.20577547
1092,동래구,가로공원,가로공원,동래구 사직동 141-9번지 일원,2459,부고364호(2024.10.23.),129.0743114,35.20141344
1093,동래구,가로공원,가로공원,동래구 사직동 147-30번지 일원,1747,부고364호(2024.10.23.),129.0749505,35.19996225
1094,동래구,가로공원,가로공원,동래구 사직동 158-3번지 일원,964,부고364호(2024.10.23.),129.0753876,35.19916124
1095,남구,가로공원,가로공원,남구 용호동 383-11번지 일원,3788,부고408호(2024.11.20.),129.1150988,35.11641403
1096,남구,가로공원,가로공원A,남구 용호동 234-2번지 일원,2191.2,부고228호(2025.06.18.),129.1094321,35.12507432
1097,남구,가로공원,가로공원B,남구 용호동 311-4번지 일원,843.8,부고228호(2025.06.18.),129.1094085,35.12179319
1098,남구,가로공원,가로공원C,남구 용호동 414-9번지 일원,1207,부고228호(2025.06.18.),129.1091958,35.12083345
1099,남구,가로공원,가로공원D,남구 용호동 319-2번지 일원,1051,부고228호(2025.06.18.),129.1095718,35.1211014
1100,남구,가로공원,가로공원E,남구 용호동 76-13번지 일원,1352,부고228호(2025.06.18.),129.1097708,35.12186469
1101,남구,가로공원,가로공원F,남구 용호동 78-1번지 일원,674,부고228호(2025.06.18.),129.1110432,35.12237074
1102,남구,가로공원,가로공원G,남구 용호동 309-4번지 일원,703,부고228호(2025.06.18.),129.1099762,35.12287041
1103,북구,가로공원,화명수림대1 가로공원,북구 화명동 2289번지,2571.5,북구145호(2023.12.27.),129.0131613,35.23249094
1104,북구,가로공원,화명수림대2 가로공원,북구 화명동 2291번지,2147.3,북구145호(2023.12.27.),129.0126535,35.23021766
1105,사하구,가로공원,낫개가로공원,사하구 다대동 120-5번지 일원,4650,부고425호(2014.11.05),128.9791572,35.06168052
1106,사하구,가로공원,다송로 가로공원,사하구 다대동 1579번지 일원,15495.7,부고423호(2023.11.29.),128.9843891,35.06118526
1107,사하구,가로공원,가로공원,사하구 괴정동 493-9번지 일원,808,부고88호(2024.04.03.),128.9927255,35.09383034
1108,사하구,가로공원,가로공원,사하구 괴정동 535-15번지 일원,1176.5,부고457호(2021.11.17.),128.9890212,35.09589432
1109,사하구,가로공원,가로공원,사하구 괴정동 537-43번지 일원,1578.2,부고457호(2021.11.17.),128.9887209,35.09485996
1110,금정구,가로공원,가로공원,금정구 부곡동 504-3번지 일원,1770,부고223호(2022.06.22.),129.0940842,35.22543395
1111,금정구,가로공원,구서1공원,금정구 구서동 747-9번지 일원,1394,부고57호(2024.03.06.),129.0865424,35.25476115
1112,연제구,가로공원,가로공원,연제구 연산동 2220-2번지 일원,1517,부고2호(2021.01.06.),129.1077302,35.18000437
1113,연제구,가로공원,가로공원,연제구 연산동 387-1번지 일원,5623,부고449호(2022.11.23.),129.1016031,35.1903008
1114,연제구,가로공원,연산A공원,연제구 연산동 665-51번지 일원,1112,부고212호(2025.06.04.),129.0866216,35.1778433
1115,연제구,가로공원,연산B공원,연제구 연산동 663-36번지 일원,1480,부고212호(2025.06.04.),129.0882924,35.17821955
1116,연제구,가로공원,연산C공원,연제구 연산동 665-6번지 일원,1113,부고212호(2025.06.04.),129.0866452,35.17767041
1117,연제구,가로공원,연산D공원,연제구 연산동 664-60번지 일원,1456,부고212호(2025.06.04.),129.0884222,35.17804013
1118,연제구,가로공원,거성사거리 가로공원,연제구 거제동 905-1번지 일원,3272,부고97호(2024.04.10.),129.0679917,35.19138379
1119,연제구,가로공원,남문구사거리1 가로공원,연제구 거제동 18-53번지 일원,5890,부고97호(2024.04.10.),129.0751558,35.1883401
1120,연제구,가로공원,남문구사거리2 가로공원,연제구 거제동 454-1번지 일원,2809,부고97호(2024.04.10.),129.0740255,35.18811627
1121,수영구,가로공원,광안 5-A,수영구 광안동 140-4번지 일원,2122,부고458호(2024.12.18.),129.1146426,35.15940045
1122,수영구,가로공원,광안 5-B,수영구 광안동 136-25번지 일원,2751,부고458호(2024.12.18.),129.1170484,35.15904972
1123,수영구,가로공원,망미5-2공원,수영구 망미동 434-5번지 일원,465,부고90호(2025.03.12.),129.1069146,35.17930156
1124,수영구,가로공원,망미5-3공원,수영구 망미동 434-40번지 일원,862,부고90호(2025.03.12.),129.1069348,35.17888626
1125,사상구,가로공원,가로공원,사상구 괘법동 274-24번지 일원,5694,부고204호(2025.05.28.),128.9849579,35.16544523
1126,기장군,가로공원,가로공원,기장군 일광읍 이천리 345-1번지 일원,4200,부고411호(2023.11.15.),129.2423049,35.2672936
1127,기장군,가로공원,가로공원(1282),기장군 기장읍 시랑리 105번지,174,부고471호(2023.12.27.),129.2230728,35.19760572
1128,기장군,가로공원,가로공원(1283),기장군 기장읍 시랑리 106번지,1115,부고471호(2023.12.27.),129.2226983,35.19754264
1129,기장군,가로공원,가로공원(1284),기장군 기장읍 시랑리 667-4번지,74,부고471호(2023.12.27.),129.2204932,35.19444925
1130,기장군,가로공원,가로공원(1285),기장군 기장읍 연화리 산63-14번지 일원,1390,부고471호(2023.12.27.),129.2239642,35.20541132
1131,기장군,가로공원,가로공원(1286),기장군 기장읍 시랑리 302번지,1853,부고471호(2023.12.27.),129.2241689,35.20341876
1132,북구,노인친화공원,와석공원,북구 화명동 738번지,1240.6,북구144호(2023.12.27.),129.0172339,35.23390974
1133,북구,노인친화공원,금곡공원,북구 금곡동 1922번지,1151.2,북구144호(2023.12.27.),129.013036,35.2521189
1134,금정구,노인친화공원,수림뜨락공원,금정구 장전동 85-35번지 일원,6164,부고423호(2023.11.29.),129.0806568,35.24020051
1135,사하구,도시농업공원,도시농업공원,사하구 감천동 11-113 일원,50417,부고340호(2017.10.25),129.0065721,35.09509717
1136,강서구,도시농업공원,도시농업공원,강서구 강동동 4230-4번지 일원,32956,국토부438호(2017.06.30.),128.9174832,35.15560237
1137,강서구,도시농업공원,도시농업공원,강서구 강동동 21-1 일원,10912,국토부249호(2022.05.16.),128.9443294,35.21878781
1138,기장군,도시농업공원,철마도시농업공원,기장군 철마면 장전리 263번지 일원,26871,부고296호(2020.08.12.),129.1492883,35.27088522
